"HGNC ID"	"Approved Symbol"	"Approved Name"	"Status"	"Previous Symbols"	"Synonyms"	"Chromosome"	"Accession Numbers"	"RefSeq IDs"
"HGNC:16658"	"MOAP1"	"modulator of apoptosis 1"	"Approved"		"MAP-1, PNMA4"	"14q32.12"	"BC015044"	
"HGNC:16015"	"MOB1A"	"MOB kinase activator 1A"	"Approved"	"C2orf6, MOBK1B, MOBKL1B"	"FLJ10788, MOB1, FLJ11595, Mob4B, Mats1"	"2p13.1"		"NM_018221"
"HGNC:42638"	"MOB1AP1"	"MOB kinase activator 1A pseudogene 1"	"Approved"	"MOBKL1BP1"		"13q31.1"		
"HGNC:42639"	"MOB1AP2"	"MOB kinase activator 1A pseudogene 2"	"Approved"	"MOBKL1BP2"		"Xp21.1"		
"HGNC:29801"	"MOB1B"	"MOB kinase activator 1B"	"Approved"	"MOBKL1A"	"MOB4A"	"4q13.3"	"BC038112"	"NM_173468"
"HGNC:24904"	"MOB2"	"MOB kinase activator 2"	"Approved"		"HCCA2"	"11p15.5"		"NM_053005"
"HGNC:29802"	"MOB3A"	"MOB kinase activator 3A"	"Approved"	"MOBKL2A"	"MOB1C, MOB-LAK, moblak"	"19p13.3"	"AK095471"	"NM_130807"
"HGNC:23825"	"MOB3B"	"MOB kinase activator 3B"	"Approved"	"MOBKL2B"	"MOB1D, FLJ13204"	"9p21.1"	"AK023266"	"NM_024761"
"HGNC:29800"	"MOB3C"	"MOB kinase activator 3C"	"Approved"	"MOBKL2C"	"MOB1E"	"1p34.1"	"AK091808"	"NM_145279"
"HGNC:17261"	"MOB4"	"MOB family member 4, phocein"	"Approved"	"PREI3, MOBKL3"	"MOB3, DKFZP564M112, CGI-95, 2C4D, PHOCN"	"2q33.1"	"AF151853"	"NM_015387"
"HGNC:7189"	"MOBP"	"myelin-associated oligodendrocyte basic protein"	"Approved"			"3p21.33"	"D28113"	"NM_006501, NM_182934, NM_182935"
"HGNC:18234"	"MOCOS"	"molybdenum cofactor sulfurase"	"Approved"		"HMCS, FLJ20733, MOS"	"18q12"	"AK000740"	
"HGNC:7190"	"MOCS1"	"molybdenum cofactor synthesis 1"	"Approved"		"MOCOD"	"6p"	"AJ224328"	"NM_005943"
"HGNC:7191"	"MOCS1P1"	"molybdenum cofactor synthesis 1 pseudogene 1"	"Approved"			"16q12.1"	"AJ272089"	
"HGNC:7192"	"MOCS1P2"	"molybdenum cofactor synthesis 1 pseudogene 2"	"Approved"			"16q12.1"		
"HGNC:7193"	"MOCS2"	"molybdenum cofactor synthesis 2"	"Approved"		"MOCO1"	"5q11"	"AF117815"	"NM_183418"
"HGNC:15765"	"MOCS3"	"molybdenum cofactor synthesis 3"	"Approved"		"UBA4, dJ914P20.3"	"20q13.13"	"AF102544"	"NM_014484"
"HGNC:20021"	"MOCS3P1"	"molybdenum cofactor synthesis 3 pseudogene 1"	"Approved"	"MOCS3P"		"14q23.1"		"NG_002557"
"HGNC:39444"	"MOCS3P2"	"molybdenum cofactor synthesis 3 pseudogene 2"	"Approved"			"13q14.11"		"NG_024852"
"HGNC:7194"	"MODY1~withdrawn"	"symbol withdrawn, see HNF4A"	"Symbol Withdrawn"					
"HGNC:7195"	"MODY2~withdrawn"	"symbol withdrawn, see GCK"	"Symbol Withdrawn"					
"HGNC:7196"	"MODY3~withdrawn"	"symbol withdrawn, see HNF1A"	"Symbol Withdrawn"					
"HGNC:7197"	"MOG"	"myelin oligodendrocyte glycoprotein"	"Approved"			"6p22-p21.3"		"NM_002433"
"HGNC:18210"	"MOGAT1"	"monoacylglycerol O-acyltransferase 1"	"Approved"	"DGAT2L1"	"DGAT2L, MGAT1"	"2q36.2"	"AF384163"	"NM_058165"
"HGNC:23248"	"MOGAT2"	"monoacylglycerol O-acyltransferase 2"	"Approved"		"MGAT2, DGAT2L5, FLJ22644"	"11q13.5"	"AY157608"	"NM_025098"
"HGNC:23249"	"MOGAT3"	"monoacylglycerol O-acyltransferase 3"	"Approved"		"DGAT2L7, DC7"	"7q22"	"AY229854"	"NM_178176"
"HGNC:24862"	"MOGS"	"mannosyl-oligosaccharide glucosidase"	"Approved"		"GCS1"	"2p13.1"	"X87237"	"NM_006302"
"HGNC:9833"	"MOK"	"MOK protein kinase"	"Approved"	"RAGE"	"RAGE1"	"14q32"	"AB022694"	
"HGNC:28207"	"MON1A"	"MON1 homolog A (yeast)"	"Approved"		"MGC13272, SAND1"	"3p21.31"	"AK074404"	"NM_032355"
"HGNC:25020"	"MON1B"	"MON1 homolog B (yeast)"	"Approved"		"SAND2, HSRG1, KIAA0872"	"16q23.1"	"BC024277"	"NM_014940"
"HGNC:29177"	02/02/12	"MON2 homolog (S. cerevisiae)"	"Approved"		"KIAA1040"	"12q14.1"		"NM_015026"
"HGNC:7198"	"MORC1"	"MORC family CW-type zinc finger 1"	"Approved"	"MORC"	"ZCW6, CT33"	"3q13"	"AF084946"	
"HGNC:40377"	"MORC1-AS1"	"MORC1 antisense RNA 1 (non-protein coding)"	"Approved"			"3q13.13"		
"HGNC:23573"	"MORC2"	"MORC family CW-type zinc finger 2"	"Approved"	"ZCWCC1"	"ZCW3, KIAA0852, AC004542.C22.1"	"22q12.2"	"AB020659"	"NM_014941"
"HGNC:26662"	"MORC2-AS1"	"MORC2 antisense RNA 1 (non-protein coding)"	"Approved"	"C22orf27, NCRNA00325"	"FLJ35801"	"22q12.2"	"AK093120"	"NR_026920"
"HGNC:23572"	"MORC3"	"MORC family CW-type zinc finger 3"	"Approved"	"ZCWCC3"	"ZCW5, NXP2, KIAA0136"	"21q22.13"	"AK025327"	"NM_015358"
"HGNC:23485"	"MORC4"	"MORC family CW-type zinc finger 4"	"Approved"	"ZCWCC2"	"ZCW4, FLJ11565"	"Xq22.3"	"AK021627"	"NM_024657"
"HGNC:15773"	"MORF4"	"mortality factor 4"	"Approved"	"SEN, SEN1"		"4q34.1"	"AF100614"	"NM_006792"
"HGNC:16989"	"MORF4L1"	"mortality factor 4 like 1"	"Approved"		"MRG15, MORFRG15, HsT17725, Eaf3, MEAF3"	"15q25.1"	"AF100615"	"NM_006791"
"HGNC:20400"	"MORF4L1P1"	"mortality factor 4 like 1 pseudogene 1"	"Approved"	"MORF4LP1"	"MRG1"	"1q41"	"AF100616"	
"HGNC:20401"	"MORF4L1P2"	"mortality factor 4 like 1 pseudogene 2"	"Approved"	"MORF4LP2"		"12p13.2"		"NG_002591"
"HGNC:20402"	"MORF4L1P3"	"mortality factor 4 like 1 pseudogene 3"	"Approved"	"MORF4LP3"	"MRG11"	"11p15.2"	"AF100619"	
"HGNC:39257"	"MORF4L1P4"	"mortality factor 4 like 1 pseudogene 4"	"Approved"			"13q14.11"		
"HGNC:35425"	"MORF4L1P5"	"mortality factor 4 like 1 pseudogene 5"	"Approved"	"MORF4LP5"		"Xq11.1"		
"HGNC:39258"	"MORF4L1P6"	"mortality factor 4 like 1 pseudogene 6"	"Approved"			"Xq13.2"		
"HGNC:39259"	"MORF4L1P7"	"mortality factor 4 like 1 pseudogene 7"	"Approved"			"1q25.2"		
"HGNC:16849"	"MORF4L2"	"mortality factor 4 like 2"	"Approved"		"KIAA0026, MRGX"	"Xq22"	"AF100620"	"NM_012286"
"HGNC:20403"	"MORF4L2P1"	"mortality factor 4 like 2 pseudogene 1"	"Approved"	"MORF4LP4"	"MRG4"	"4q12"		
"HGNC:25852"	"MORN1"	"MORN repeat containing 1"	"Approved"		"FLJ13941"	"1p36.33-p36.32"	"AK024003"	"NM_024848"
"HGNC:30166"	"MORN2"	"MORN repeat containing 2"	"Approved"		"MOPT"	"2p22.1"	"AY367766"	"NM_194270"
"HGNC:29807"	"MORN3"	"MORN repeat containing 3"	"Approved"			"12q24.31"	"BC057760"	"NM_173855"
"HGNC:24001"	"MORN4"	"MORN repeat containing 4"	"Approved"	"C10orf83"	"bA548K23.4, FLJ25925"	"10q24.2"	"AJ431726"	"NM_178832"
"HGNC:17841"	"MORN5"	"MORN repeat containing 5"	"Approved"	"C9orf113, C9orf18"	"FLJ46909"	"9q34.11"	"AK128877"	"NM_198469"
"HGNC:7199"	"MOS"	"v-mos Moloney murine sarcoma viral oncogene homolog"	"Approved"			"8q11"		"NM_005372"
"HGNC:25235"	"MOSPD1"	"motile sperm domain containing 1"	"Approved"		"dJ473B4"	"Xq26.3"	"Z83826"	"NM_019556"
"HGNC:28381"	"MOSPD2"	"motile sperm domain containing 2"	"Approved"		"MGC26706"	"Xp22.31"	"AL834345"	"NM_152581"
"HGNC:25078"	"MOSPD3"	"motile sperm domain containing 3"	"Approved"		"CDS3, NET30"	"7q22"	"BC011653"	"NM_023948"
"HGNC:7200"	"MOV10"	"Mov10, Moloney leukemia virus 10, homolog (mouse)"	"Approved"		"gb110, MGC2948, fSAP113"	"1p13.2"	"AL833353"	"NM_020963"
"HGNC:7201"	"MOV10L1"	"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)"	"Approved"		"DJ402G11.8, DKFZp434B0717"	"22q13.33"	"AF285604"	"NM_018995"
"HGNC:7204"	"MOX44~withdrawn"	"symbol withdrawn, see CD53"	"Symbol Withdrawn"					
"HGNC:21063"	"MOXD1"	"monooxygenase, DBH-like 1"	"Approved"		"DKFZP564G202, MOX, dJ248E1.1"	"6q23.2"	"AY007239"	"NM_015529"
"HGNC:33605"	"MOXD2P"	"monooxygenase, DBH-like 2, pseudogene"	"Approved"	"MOXD2"		"7q34"		"NR_024346"
"HGNC:7205"	"MPB1~withdrawn"	"symbol withdrawn, see ENO1"	"Symbol Withdrawn"					
"HGNC:7206"	"MPD1~withdrawn"	"symbol withdrawn, see MYH7"	"Symbol Withdrawn"					
"HGNC:32384"	"MPD2~withdrawn"	"symbol withdrawn, see MATR3"	"Symbol Withdrawn"					
"HGNC:7207"	"MPDU1"	"mannose-P-dolichol utilization defect 1"	"Approved"		"SL15, Lec35, PQLC5, CDGIf"	"17p13.1-p12"	"AF038961"	
"HGNC:7208"	"MPDZ"	"multiple PDZ domain protein"	"Approved"		"MUPP1"	"9p23"	"AF093419"	"NM_003829"
"HGNC:7209"	"MPE"	"malignant proliferation, eosinophil"	"Approved"			"12p13"		
"HGNC:29619"	"MPEG1"	"macrophage expressed 1"	"Approved"		"MPG1"	"11q12.1"	"AK097211"	"NM_001039396"
"HGNC:7210"	"MPFD"	"myopathy with fiber type disproportion"	"Approved"		"CFTD, CFTDM"	"10p11.2 or 17q25"		
"HGNC:7211"	"MPG"	"N-methylpurine-DNA glycosylase"	"Approved"		"MDG"	"16p13.3"		
"HGNC:7214"	"MPHOSPH6"	"M-phase phosphoprotein 6"	"Approved"		"MPP6"	"16q23.3"	"X98263"	"NM_005792"
"HGNC:29810"	"MPHOSPH8"	"M-phase phosphoprotein 8"	"Approved"		"mpp8, HSMPP8"	"13q12.11"	"AK056785, AJ293409"	"NM_017520"
"HGNC:7215"	"MPHOSPH9"	"M-phase phosphoprotein 9"	"Approved"		"MPP9"	"12q24"	"X98258"	
"HGNC:7213"	"MPHOSPH10"	"M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)"	"Approved"		"MPP10, MPP10P, CT90"	"2p13.3"	"X98494"	"NM_005791"
"HGNC:7216"	"MPI"	"mannose phosphate isomerase"	"Approved"			"15q22-qter"		
"HGNC:7217"	"MPL"	"myeloproliferative leukemia virus oncogene"	"Approved"		"CD110, TPOR"	"1p34"	"M90102"	"NM_005373"
"HGNC:25934"	"MPND"	"MPN domain containing"	"Approved"		"FLJ14981"	"19p13.3"		"NM_032868"
"HGNC:7218"	"MPO"	"myeloperoxidase"	"Approved"			"17q21.3-q23"		
"HGNC:7219"	"MPP1"	"membrane protein, palmitoylated 1, 55kDa"	"Approved"	"DXS552E"	"PEMP"	"Xq28"		"NM_002436"
"HGNC:7220"	"MPP2"	"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)"	"Approved"	"DLG2"	"DKFZp761D0712"	"17q12-q21"		"NM_005374"
"HGNC:7221"	"MPP3"	"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)"	"Approved"	"DLG3"		"17q12-q21"		"NM_001932"
"HGNC:13680"	"MPP4"	"membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"	"Approved"	"DLG6"		"2q33.2"	"AF316032"	
"HGNC:18669"	"MPP5"	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5)"	"Approved"		"PALS1, FLJ12615"	"14q23.3"	"AK022677"	"NM_022474"
"HGNC:18167"	"MPP6"	"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)"	"Approved"		"PALS2, VAM-1, p55T"	"7p15"	"AF162130"	
"HGNC:26542"	"MPP7"	"membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7)"	"Approved"		"FLJ32798"	"10p12.1"	"BC038105"	"NM_173496"
"HGNC:15988"	"MPPE1"	"metallophosphoesterase 1"	"Approved"			"18p11.21"	"BC002877"	"NM_023075"
"HGNC:20143"	"MPPE1P"	"metallophosphoesterase 1 pseudogene"	"Approved"			14		
"HGNC:1306"	"MPPED1"	"metallophosphoesterase domain containing 1"	"Approved"	"C22orf1"	"239AB, FAM1A"	"22q13.31"	"U84894"	"NM_001044370"
"HGNC:1180"	"MPPED2"	"metallophosphoesterase domain containing 2"	"Approved"	"C11orf8"	"239FB, D11S302E, Hs.46638, FAM1B, dJ873F21.1, dJ1024C24.1"	"11p13"	"U57911"	"NM_001584"
"HGNC:30321"	"MPRIP"	"myosin phosphatase Rho interacting protein"	"Approved"		"RHOIP3, M-RIP, p116Rip"	"17p11.2"	"BC014102"	"NM_015134"
"HGNC:7222"	"MPSL1~withdrawn"	"symbol withdrawn, see MMP7"	"Symbol Withdrawn"					
"HGNC:7223"	"MPST"	"mercaptopyruvate sulfurtransferase"	"Approved"		"MST, TST2"	"22q13.1"	"X59434"	"NM_001013440"
"HGNC:7224"	"MPV17"	"MpV17 mitochondrial inner membrane protein"	"Approved"		"SYM1"	"2p23.3"		"NM_002437"
"HGNC:26827"	"MPV17L"	"MPV17 mitochondrial membrane protein-like"	"Approved"		"FLJ39599, MLPH1, MLPH2, MPV17L1"	"16p13.11"	"DQ004255"	"NM_173803"
"HGNC:28177"	"MPV17L2"	"MPV17 mitochondrial membrane protein-like 2"	"Approved"		"FKSG24, MGC12972"	"19p13.11"	"AK094091"	"NM_032683"
"HGNC:7225"	"MPZ"	"myelin protein zero"	"Approved"	"CMT1, CMT1B"	"HMSNIB"	"1q22"	"BC006491"	"NM_000530"
"HGNC:7226"	"MPZL1"	"myelin protein zero-like 1"	"Approved"		"PZR, FLJ21047"	"1q24.2"	"AF087020"	"NM_024569"
"HGNC:3496"	"MPZL2"	"myelin protein zero-like 2"	"Approved"	"EVA1"	"EVA"	"11q24"	"AF275945"	"NM_005797"
"HGNC:27279"	"MPZL3"	"myelin protein zero-like 3"	"Approved"			"11q23.3"	"AK095399"	"NM_198275"
"HGNC:4975"	"MR1"	"major histocompatibility complex, class I-related"	"Approved"	"HLALS"		"1q25.3"	"AF010446"	"NM_001531"
"HGNC:1304"	"MRAP"	"melanocortin 2 receptor accessory protein"	"Approved"	"C21orf61"	"B27, FALP"	"21q22.1"	"AF454915"	"NM_178817"
"HGNC:21232"	"MRAP2"	"melanocortin 2 receptor accessory protein 2"	"Approved"	"C6orf117"	"bA51G5.2"	"6q14.3"	"AK090775"	"NM_138409"
"HGNC:7227"	"MRAS"	"muscle RAS oncogene homolog"	"Approved"		"M-RAs, R-RAS3, RRAS3"	"3q22.3"	"AF022080"	
"HGNC:7228"	"MRC1"	"mannose receptor, C type 1"	"Approved"	"MRC1L1"	"CLEC13D, CD206, bA541I19.1, CLEC13DL"	"10p13"	"J05550"	"NM_002438"
"HGNC:23403"	"MRC1L1~withdrawn"	"symbol withdrawn, see MRC1"	"Symbol Withdrawn"					
"HGNC:16875"	"MRC2"	"mannose receptor, C type 2"	"Approved"		"KIAA0709, ENDO180, CLEC13E, CD280"	"17q23"	"AB014609"	
"HGNC:7230"	"MRE11A"	"MRE11 meiotic recombination 11 homolog A (S. cerevisiae)"	"Approved"	"MRE11"	"ATLD"	"11q21"	"BC063458"	"NM_005591"
"HGNC:7231"	"MRE11B"	"MRE11 meiotic recombination 11 homolog B (S. cerevisiae)"	"Approved"		"hMRE11B"	"3q25"	"AF307006"	"NG_001157"
"HGNC:7229"	"MRE11~withdrawn"	"symbol withdrawn, see MRE11A"	"Symbol Withdrawn"					
"HGNC:25478"	"MREG"	"melanoregulin"	"Approved"		"FLJ10116, DSU, WDT2"	"2q35"	"AK000978"	"NM_018000"
"HGNC:24549"	"MRFAP1"	"Morf4 family associated protein 1"	"Approved"		"PAM14, PGR1"	"4p16.1"	"AF116272"	"NM_033296"
"HGNC:28796"	"MRFAP1L1"	"Morf4 family associated protein 1-like 1"	"Approved"		"MGC9651"	"4p16.1"	"AF258591"	"NM_152301"
"HGNC:29626"	"MRGPRD"	"MAS-related GPR, member D"	"Approved"		"mrgD"	"11q13.3"	"AB083627"	"NM_198923"
"HGNC:30694"	"MRGPRE"	"MAS-related GPR, member E"	"Approved"	"GPR167"	"mrgE"	"11p15.5"	"AY255572"	"XM_171536"
"HGNC:24828"	"MRGPRF"	"MAS-related GPR, member F"	"Approved"	"GPR168, GPR140"	"MGC21621, mrgF"	"11q13.1"	"AK075492"	"NM_145015"
"HGNC:24829"	"MRGPRG"	"MAS-related GPR, member G"	"Approved"	"GPR169"	"mrgG"	"11p15.4"	"AY255583"	
"HGNC:17962"	"MRGPRX1"	"MAS-related GPR, member X1"	"Approved"		"MRGX1"	"11p15.1"		"NM_147199"
"HGNC:17983"	"MRGPRX2"	"MAS-related GPR, member X2"	"Approved"		"MRGX2"	"11p15.1"		"NM_054030"
"HGNC:17980"	"MRGPRX3"	"MAS-related GPR, member X3"	"Approved"		"MRGX3"	"11p15.1"		"NM_054031"
"HGNC:17617"	"MRGPRX4"	"MAS-related GPR, member X4"	"Approved"		"MRGX4"	"11p15.1"	"AY042216"	"NM_054032"
"HGNC:28469"	"MRI1"	"methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)"	"Approved"		"MGC3207, Ypr118w, MTNA"	"19p13.13"		"NM_032285"
"HGNC:26202"	"MRM1"	"mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)"	"Approved"		"FLJ22578"	"17q12"	"AK026231"	"NM_024864"
"HGNC:24121"	"MRO"	"maestro"	"Approved"	"C18orf3"	"B29, FLJ30140"	"18q21"	"AK054702"	"NM_031939"
"HGNC:14595"	"MROS"	"Melkersson-Rosenthal syndrome"	"Approved"		"MRS"	"9p11"		
"HGNC:7233"	"MRP1~withdrawn"	"symbol withdrawn, see ABCC1"	"Symbol Withdrawn"					
"HGNC:14514"	"MRP63"	"mitochondrial ribosomal protein 63"	"Approved"			"13q12.11"	"AB049957"	"NM_024026"
"HGNC:29686"	"MRP63P1"	"mitochondrial ribosomal protein 63 pseudogene 1"	"Approved"			"1p13.1"	"AY135236"	"NG_002827"
"HGNC:29687"	"MRP63P2"	"mitochondrial ribosomal protein 63 pseudogene 2"	"Approved"			"1q42.13"	"AY135237"	"NG_002845"
"HGNC:29688"	"MRP63P3"	"mitochondrial ribosomal protein 63 pseudogene 3"	"Approved"			"3p21.31"	"AY135238"	"NG_002846"
"HGNC:29689"	"MRP63P6"	"mitochondrial ribosomal protein 63 pseudogene 6"	"Approved"			"5q34"	"AY135241"	"NG_002829"
"HGNC:29690"	"MRP63P7"	"mitochondrial ribosomal protein 63 pseudogene 7"	"Approved"			"8q22.2"	"AY135242"	"NG_002847"
"HGNC:29691"	"MRP63P8"	"mitochondrial ribosomal protein 63 pseudogene 8"	"Approved"			"14q13.2"	"AY135243"	"NG_002848"
"HGNC:29692"	"MRP63P9"	"mitochondrial ribosomal protein 63 pseudogene 9"	"Approved"			"14q22.1"	"AY135244"	"NG_002849"
"HGNC:23965"	"MRP63P10"	"mitochondrial ribosomal protein 63 pseudogene 10"	"Approved"			"Yp11.2"	"AY135245"	"NG_002837"
"HGNC:14275"	"MRPL1"	"mitochondrial ribosomal protein L1"	"Approved"		"BM022"	"4q21.1"	"AB049474"	"NM_020236"
"HGNC:14056"	"MRPL2"	"mitochondrial ribosomal protein L2"	"Approved"		"MRP-L14, RPML14, CGI-22"	"6p21.3"	"AB051617"	
"HGNC:29698"	"MRPL2P1"	"mitochondrial ribosomal protein L2 pseudogene 1"	"Approved"			"12q21.33"	"AY135252"	"NG_002838"
"HGNC:10379"	"MRPL3"	"mitochondrial ribosomal protein L3"	"Approved"	"RPML3"	"MRL3"	"3q21-q23"	"X06323"	"NM_007208"
"HGNC:29701"	"MRPL3P1"	"mitochondrial ribosomal protein L3 pseudogene 1"	"Approved"			"13q12.11"		"NG_002855"
"HGNC:14276"	"MRPL4"	"mitochondrial ribosomal protein L4"	"Approved"		"CGI-28"	"19p13.2"	"AB049635"	
"HGNC:14277"	"MRPL9"	"mitochondrial ribosomal protein L9"	"Approved"			"1q21"	"AK026363"	"NM_031420"
"HGNC:29726"	"MRPL9P1"	"mitochondrial ribosomal protein L9 pseudogene 1"	"Approved"			"8q21.11"		"NG_001539"
"HGNC:14055"	"MRPL10"	"mitochondrial ribosomal protein L10"	"Approved"		"RPML8, MRP-L8, L10MT, MRP-L10, MRPL8, MGC17973"	"17q21.3"	"AB051618"	"NM_145255"
"HGNC:14042"	"MRPL11"	"mitochondrial ribosomal protein L11"	"Approved"			"11q13.3"	"AB051338"	"NM_016050"
"HGNC:29694"	"MRPL11P2"	"mitochondrial ribosomal protein L11 pseudogene 2"	"Approved"			"5q31.3"	"AY135247"	"NG_002416"
"HGNC:29695"	"MRPL11P3"	"mitochondrial ribosomal protein L11 pseudogene 3"	"Approved"			"12q21.2"	"AY135248"	"NG_002850"
"HGNC:10378"	"MRPL12"	"mitochondrial ribosomal protein L12"	"Approved"	"RPML12"	"MRPL7/L12, MRPL7"	"17q25"	"X79865"	"NM_002949"
"HGNC:14278"	"MRPL13"	"mitochondrial ribosomal protein L13"	"Approved"		"L13, RPL13, L13mt, RPML13, L13A"	"8q22.1-q22.3"	"AB049640"	"NM_014078"
"HGNC:14279"	"MRPL14"	"mitochondrial ribosomal protein L14"	"Approved"		"RPML32, MRP-L32"	"6p21.3"	"AB051339"	"NM_032111"
"HGNC:29696"	"MRPL14P1"	"mitochondrial ribosomal protein L14 pseudogene 1"	"Approved"			"17p13.3"	"AY135249"	"NG_002851"
"HGNC:14054"	"MRPL15"	"mitochondrial ribosomal protein L15"	"Approved"		"RPML7, MRP-L7, HSPC145, L15mt, MRP-L15"	"8q11.2-q13"	"AB051619"	"NM_014175"
"HGNC:29697"	"MRPL15P1"	"mitochondrial ribosomal protein L15 pseudogene 1"	"Approved"			"15q26.1"	"AY135250"	"NG_002852"
"HGNC:14476"	"MRPL16"	"mitochondrial ribosomal protein L16"	"Approved"		"FLJ20484, PNAS-111"	"11q12.1"	"AF183428"	"NM_017840"
"HGNC:14053"	"MRPL17"	"mitochondrial ribosomal protein L17"	"Approved"		"RPML26, MRP-L26"	"11p15.5-p15.4"	"AB051620"	"NM_022061"
"HGNC:14477"	"MRPL18"	"mitochondrial ribosomal protein L18"	"Approved"		"HSPC071"	"6q25.3"	"AF161556"	
"HGNC:14052"	"MRPL19"	"mitochondrial ribosomal protein L19"	"Approved"		"MRP-L15, RPML15, KIAA0104, RLX1"	"2p11.1-q11.2"	"AB051621"	"NM_014763"
"HGNC:14478"	"MRPL20"	"mitochondrial ribosomal protein L20"	"Approved"		"FLJ10024"	"1p36.3-p36.2"	"AB049644"	"NM_017971"
"HGNC:29699"	"MRPL20P1"	"mitochondrial ribosomal protein L20 pseudogene 1"	"Approved"			"21q22.13"		"NG_002853"
"HGNC:14479"	"MRPL21"	"mitochondrial ribosomal protein L21"	"Approved"			"11q13.3"	"AK096756"	"NM_181512"
"HGNC:14480"	"MRPL22"	"mitochondrial ribosomal protein L22"	"Approved"		"MRP-L25, RPML25, HSPC158"	"5q33.2"	"AB051622"	
"HGNC:29700"	"MRPL22P1"	"mitochondrial ribosomal protein L22 pseudogene 1"	"Approved"			"4q12"		"NG_002854"
"HGNC:10322"	"MRPL23"	"mitochondrial ribosomal protein L23"	"Approved"	"RPL23L"	"L23MRP"	"11p15.5"	"AB051340"	"NM_021134"
"HGNC:42812"	"MRPL23-AS1"	"MRPL23 antisense RNA 1 (non-protein coding)"	"Approved"			"11p15.5"		"NR_024471"
"HGNC:14037"	"MRPL24"	"mitochondrial ribosomal protein L24"	"Approved"		"MRP-L18"	"1q21-q22"	"AB051341"	"NM_145729"
"HGNC:14483"	"MRPL27"	"mitochondrial ribosomal protein L27"	"Approved"			"17q21.3-q22"	"AB049647"	
"HGNC:14484"	"MRPL28"	"mitochondrial ribosomal protein L28"	"Approved"	"MAAT1"	"p15"	"16p13.12"	"U19796"	
"HGNC:14036"	"MRPL30"	"mitochondrial ribosomal protein L30"	"Approved"		"MRP-L28, RPML28"	"2q11.2"	"AB051342"	
"HGNC:29702"	"MRPL30P1"	"mitochondrial ribosomal protein L30 pseudogene 1"	"Approved"			"6p12.1"		"NG_002856"
"HGNC:29703"	"MRPL30P2"	"mitochondrial ribosomal protein L30 pseudogene 2"	"Approved"			"12p11.21"		"NG_002912"
"HGNC:14035"	"MRPL32"	"mitochondrial ribosomal protein L32"	"Approved"		"HSPC283, L32mt, MRP-L32, bMRP-59b"	"7p14"	"AB051343"	"NM_031903"
"HGNC:29704"	"MRPL32P1"	"mitochondrial ribosomal protein L32 pseudogene 1"	"Approved"			"Xp11.23"		"NG_002857"
"HGNC:14487"	"MRPL33"	"mitochondrial ribosomal protein L33"	"Approved"	"C2orf1"	"RPL33L"	"2p21"	"AB051623"	"NM_004891"
"HGNC:14488"	"MRPL34"	"mitochondrial ribosomal protein L34"	"Approved"		"L34mt, MGC2633, MGC24974"	"19p13.1"	"AB049652"	"NM_023937"
"HGNC:14489"	"MRPL35"	"mitochondrial ribosomal protein L35"	"Approved"			"2p11.2"	"AF208849"	"NM_016622"
"HGNC:29705"	"MRPL35P1"	"mitochondrial ribosomal protein L35 pseudogene 1"	"Approved"			"6p23"		"NG_002858"
"HGNC:29706"	"MRPL35P2"	"mitochondrial ribosomal protein L35 pseudogene 2"	"Approved"			"10q21.3"		"NG_002859"
"HGNC:23731"	"MRPL35P3"	"mitochondrial ribosomal protein L35 pseudogene 3"	"Approved"			"10q22.2"	"AY135263"	"NG_002860"
"HGNC:29707"	"MRPL35P4"	"mitochondrial ribosomal protein L35 pseudogene 4"	"Approved"			"Xp22.2"		"NG_002861"
"HGNC:14490"	"MRPL36"	"mitochondrial ribosomal protein L36"	"Approved"		"BRIP1, RPMJ, L36mt, PRPL36, MRP-L36"	"5p15.3"	"AB049654"	"NM_032479"
"HGNC:29708"	"MRPL36P1"	"mitochondrial ribosomal protein L36 pseudogene 1"	"Approved"			"2p13.2"	"AY135265"	"NG_002831"
"HGNC:14034"	"MRPL37"	"mitochondrial ribosomal protein L37"	"Approved"		"RPML2, MRP-L2"	"1p32.1"	"AB051344"	"NM_016491"
"HGNC:31003"	"MRPL37P1"	"mitochondrial ribosomal protein L37 pseudogene 1"	"Approved"		"HsT4307"	"18q21.31"		
"HGNC:14033"	"MRPL38"	"mitochondrial ribosomal protein L38"	"Approved"		"RPML3, MRP-L3, HSPC262, MGC4810"	"17q23-q25"	"AB051345"	"NM_032478"
"HGNC:14027"	"MRPL39"	"mitochondrial ribosomal protein L39"	"Approved"		"RPML5, MRP-L5, MGC104174, PRED66, PRED22, C21orf92, L39mt, MSTP003, MGC3400, FLJ20451"	"21q11.2-q21"	"AB051346"	"NM_017446"
